epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.4894508123397827,0.7445148229598999,9.999999747378752e-05,1.33742094039917,0.5512062907218933,0.3473471999168396,0.5937726497650146,0.8470923900604248,1.162335753440857,0.853164553642273,0.2440260648727417
1,0.5404902100563049,0.7985972762107849,9.999999747378752e-05,1.1811267137527466,0.6073855757713318,0.4159168601036072,0.6212888956069946,0.8528085947036743,1.0384727716445923,0.7284533381462097,0.44677770137786865
2,0.5612782835960388,0.8149219155311584,9.999999747378752e-05,1.1305336952209473,0.6330131888389587,0.4396525025367737,0.655322253704071,0.8641983866691589,0.9974669218063354,0.7321041226387024,0.48877623677253723
3,0.5598821043968201,0.8210788369178772,9.999999747378752e-05,1.1052656173706055,0.6289893388748169,0.4402730464935303,0.6806662082672119,0.8870773315429688,0.9259873032569885,0.7562500238418579,0.5257059931755066
4,0.5682593584060669,0.8280431628227234,9.999999747378752e-05,1.0900559425354004,0.6289079189300537,0.45563140511512756,0.6748732924461365,0.888200044631958,0.935555636882782,0.7601390480995178,0.47501811385154724
5,0.5659323334693909,0.830987811088562,9.999999747378752e-05,1.0834336280822754,0.639412522315979,0.4525286853313446,0.6698045134544373,0.8831459283828735,0.9588674306869507,0.7673325538635254,0.47284576296806335
6,0.5761712789535522,0.8339959383010864,9.999999747378752e-05,1.071043610572815,0.6303749084472656,0.46168166399002075,0.6654598116874695,0.8754445910453796,0.9633647799491882,0.746835470199585,0.46994930505752563
7,0.5958734154701233,0.8432062864303589,9.999999747378752e-05,1.038520097732544,0.6525063514709473,0.4765746295452118,0.6763215065002441,0.8891212344169617,0.9220181107521057,0.7839366793632507,0.5018102526664734
8,0.5888923406600952,0.8433625102043152,9.999999747378752e-05,1.040234088897705,0.6449443101882935,0.4759540855884552,0.6712527275085449,0.8846466541290283,0.9308083057403564,0.7537473440170288,0.5097755193710327
9,0.5913745164871216,0.8448907136917114,9.999999747378752e-05,1.031727910041809,0.6438723206520081,0.484951913356781,0.6676321625709534,0.888898491859436,0.9206552505493164,0.7585446238517761,0.4981897175312042
