epoch,accuracy,auc,learning_rate,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall
0,0.7908780574798584,0.9535951018333435,9.999999747378752e-06,0.57542484998703,0.8175879120826721,0.7572137713432312,0.8312816619873047,0.9699385762214661,0.48813050985336304,0.846792459487915,0.8124547600746155
1,0.805770993232727,0.959800660610199,9.999999747378752e-06,0.5373985767364502,0.8241181373596191,0.7792429327964783,0.8283852338790894,0.9693112373352051,0.4947172999382019,0.8509833812713623,0.8146271109580994
2,0.8051505088806152,0.9612032771110535,9.999999747378752e-06,0.5257418751716614,0.8289950489997864,0.7806391716003418,0.8291093707084656,0.969369649887085,0.49537211656570435,0.8514328598976135,0.8175235390663147
3,0.8068569898605347,0.9625732898712158,9.999999747378752e-06,0.5211141109466553,0.8244524598121643,0.7825008034706116,0.8334540128707886,0.9712377786636353,0.4796154499053955,0.853584885597229,0.8189717531204224
4,0.8080980181694031,0.9620994925498962,9.999999747378752e-06,0.5191805958747864,0.8259879946708679,0.7879304885864258,0.8377987146377563,0.9721167087554932,0.4723973870277405,0.8514628410339355,0.8218682408332825
5,0.8062364459037781,0.9627541303634644,9.999999747378752e-06,0.5166374444961548,0.825767457485199,0.7845175266265869,0.8385227918624878,0.9723255038261414,0.4709634780883789,0.8495509028434753,0.8218682408332825
6,0.8167855739593506,0.9657672047615051,9.999999747378752e-06,0.496745765209198,0.8328469395637512,0.796928346157074,0.8443157076835632,0.9737694263458252,0.45891082286834717,0.8566094040870667,0.8305575847625732
7,0.819267749786377,0.9662297964096069,9.999999747378752e-06,0.4940568804740906,0.8345428109169006,0.8028234839439392,0.8508327007293701,0.9745434522628784,0.4541521966457367,0.8588498830795288,0.8327299356460571
8,0.8259385824203491,0.9678596258163452,9.999999747378752e-06,0.4828442633152008,0.8412647247314453,0.8090288639068604,0.8501086235046387,0.9743790626525879,0.452289342880249,0.8600451350212097,0.8276610970497131
9,0.8195780515670776,0.9671593308448792,9.999999747378752e-06,0.4862239956855774,0.8385999202728271,0.8028234839439392,0.8501086235046387,0.9746389985084534,0.4506642818450928,0.8579970002174377,0.8312816619873047
10,0.827024519443512,0.9701326489448547,9.999999747378752e-06,0.4675445854663849,0.839593768119812,0.8079429268836975,0.848660409450531,0.9753013849258423,0.4466705322265625,0.8565055727958679,0.8341781497001648
11,0.8233012557029724,0.9692601561546326,9.999999747378752e-06,0.4760732352733612,0.8373590707778931,0.8067018389701843,0.8522809743881226,0.9749178290367126,0.44827574491500854,0.859479546546936,0.8370745778083801
12,0.8279553055763245,0.969825029373169,9.999999747378752e-06,0.46686264872550964,0.839935839176178,0.8124418258666992,0.8493844866752625,0.974926769733429,0.447519987821579,0.855555534362793,0.8363504409790039
13,0.8298169374465942,0.9696390628814697,9.999999747378752e-06,0.4717016816139221,0.8434335589408875,0.8139931559562683,0.853005051612854,0.975346565246582,0.44395288825035095,0.860534131526947,0.8399710059165955
14,0.8259385824203491,0.9693076014518738,9.999999747378752e-06,0.4702220857143402,0.8398136496543884,0.8108904957771301,0.8573497533798218,0.9756044149398804,0.4423028528690338,0.8623241782188416,0.843591570854187
15,0.8367980122566223,0.9723240733146667,9.999999747378752e-06,0.4544266164302826,0.8482228517532349,0.8219050765037537,0.8559015393257141,0.9755708575248718,0.44294729828834534,0.862629234790802,0.8457639217376709
16,0.8288861513137817,0.9715791940689087,9.999999747378752e-06,0.453691303730011,0.8440514206886292,0.8144586086273193,0.8587979674339294,0.9746200442314148,0.44669872522354126,0.8608247637748718,0.8464880585670471
17,0.8392801880836487,0.9730381369590759,9.999999747378752e-06,0.44906139373779297,0.8513535261154175,0.8245423436164856,0.8566256165504456,0.9749175310134888,0.4449155628681183,0.8618906736373901,0.8450398445129395
18,0.8344709873199463,0.972584068775177,9.999999747378752e-06,0.45138418674468994,0.8478819131851196,0.8197331428527832,0.853005051612854,0.976008951663971,0.4370999038219452,0.8591342568397522,0.8479362726211548
19,0.8402109742164612,0.9737348556518555,9.999999747378752e-06,0.44081276655197144,0.8516976237297058,0.8250077366828918,0.8537291884422302,0.9755637645721436,0.4388367235660553,0.8558823466300964,0.8428674936294556
